pops,0.122
3404,0.002
advice,0.01
need,0.494
soon,0.078
possible,0.068
settlement,0.008
send,0.074
payments,0.004
1517,0.006
jan,0.186
1999,0.12
zero,0.058
012,0.072
27049,0.02
001,0.022
receipt,0.088
package,0.01
id,0.06
2666,0.002
allocate,0.046
149,0.004
64610,0.006
055,0.006
deliv,0.004
392,0.004
3011,0.002
buybacks,0.006
incorrectly,0.01
nominated,0.048
transport,0.216
contracts,0.092
let,0.408
know,0.508
duns,0.004
changes,0.116
payne,0.004
35,0.048
antoine,0.004
v,0.024
pierre,0.004
tommy,0.018
yanowski,0.016
kathryn,0.006
bussell,0.002
diane,0.008
niestrath,0.004
romeo,0.014
souza,0.012
michael,0.064
eiben,0.018
clem,0.014
cernosek,0.014
scotty,0.02
gilbert,0.01
dave,0.032
nommensen,0.018
david,0.048
rohan,0.002
kevin,0.028
heal,0.002
cal,0.004
richard,0.044
pinion,0.008
g,0.032
gosnell,0.008
jason,0.002
moore,0.012
samuel,0.002
schott,0.002
bernice,0.002
making,0.032
wednesday,0.034
december,0.082
15,0.198
agree,0.014
problem,0.116
dnb,0.002
change,0.158
notify,0.014
otherwise,0.01
dunns,0.002
counterparty,0.044
cp,0.006
cinergy,0.002
62163,0.002
869279893,0.002
928976257,0.002
dynamics,0.002
management,0.164
69545,0.002
825854664,0.002
088889774,0.002
south,0.03
jersey,0.002
group,0.144
llc,0.014
52109,0.002
789118270,0.002
036474336,0.002
transalta,0.002
marketing,0.058
us,0.124
62413,0.002
252050406,0.002
255326837,0.002
philadelphia,0.002
works,0.014
33282,0.002
148415904,0.002
146907159,0.002
rennie,0.002
7578,0.002
king,0.046
ranch,0.104
two,0.086
fields,0.01
difficulty,0.004
unify,0.056
system,0.094
cage,0.008
processing,0.018
agreement,0.072
accomodates,0.002
understanding,0.034
selling,0.014
liquids,0.034
delivering,0.004
stratton,0.002
05,0.146
cent,0.006
fee,0.012
deliver,0.018
method,0.01
accomodate,0.008
415,0.004
9643,0.04
reflected,0.014
trans,0.006
usage,0.024
ticket,0.148
123395,0.002
95394,0.002
either,0.064
input,0.032
nom,0.214
krgp,0.004
meters,0.104
match,0.012
9610,0.004
sale,0.13
taking,0.022
title,0.008
needs,0.106
sitara,0.3
appropriate,0.024
rate,0.074
currently,0.082
divert,0.002
current,0.054
interstate,0.006
sales,0.078
made,0.06
forest,0.008
oil,0.022
6396,0.004
originally,0.016
setup,0.022
texaco,0.034
confirmation,0.012
96006681,0.002
reassigned,0.002
hplc,0.114
hplr,0.048
pipe,0.042
entex,0.1
transistion,0.01
much,0.064
memo,0.026
like,0.166
reiterate,0.002
support,0.088
key,0.042
issues,0.104
thu,0.09
best,0.058
luck,0.008
new,0.28
assignment,0.014
worked,0.018
hard,0.018
great,0.06
job,0.022
shy,0.004
asking,0.016
questions,0.256
critical,0.022
texas,0.142
business,0.122
team,0.148
timely,0.002
accurate,0.016
rita,0.044
setting,0.02
account,0.044
communication,0.014
success,0.024
encourage,0.01
keep,0.076
informed,0.016
times,0.022
impact,0.008
significant,0.008
additionally,0.016
profile,0.002
want,0.168
assure,0.004
top,0.014
quality,0.022
efforts,0.012
anything,0.052
help,0.14
additional,0.06
wynne,0.04
45,0.038
janet,0.022
h,0.04
wallis,0.008
ami,0.314
chokshi,0.266
nguyen,0.05
kyle,0.01
r,0.052
lilly,0.002
grant,0.056
julie,0.11
meyers,0.054
cordes,0.004
lisa,0.098
csikos,0.018
brenda,0.07
f,0.072
herod,0.058
pamela,0.012
chambers,0.016
purpose,0.01
email,0.066
recap,0.004
kickoff,0.004
meeting,0.104
held,0.012
members,0.028
commercial,0.034
managment,0.008
concernig,0.004
january,0.288
2000,1.462
37159,0.004
take,0.1
responsibility,0.028
allocating,0.01
began,0.014
training,0.072
month,0.316
continue,0.07
transition,0.038
next,0.1
months,0.048
primary,0.01
especially,0.006
first,0.108
learns,0.004
allocations,0.048
process,0.06
lead,0.008
responsibilites,0.004
within,0.028
available,0.068
backup,0.008
necessary,0.04
year,0.072
initial,0.018
phases,0.004
organize,0.004
front,0.012
office,0.066
back,0.178
meet,0.026
discuss,0.036
relating,0.01
scheduling,0.048
settlements,0.024
etc,0.034
hopefully,0.024
give,0.09
chance,0.026
identify,0.016
finalization,0.004
learn,0.006
relative,0.008
respective,0.01
areas,0.012
allow,0.024
newcomers,0.004
speed,0.014
everyone,0.052
attend,0.016
meetings,0.014
initially,0.012
believe,0.054
part,0.052
assistant,0.012
coordinate,0.012
early,0.03
anyone,0.02
concerns,0.028
feel,0.066
free,0.098
stop,0.066
advance,0.024
cooperation,0.004
add,0.026
confirmations,0.018
distributions,0.004
list,0.176
lst,0.052
rev,0.036
dec,0.096
josey,0.062
susan,0.142
trevino,0.062
40,0.026
bob,0.1
withers,0.058
stretch,0.026
brennan,0.026
mclarney,0.022
taylor,0.048
vance,0.054
discussed,0.026
missed,0.012
week,0.104
apologize,0.006
omission,0.002
checking,0.008
field,0.038
personnel,0.008
anticipate,0.006
reduction,0.014
due,0.084
decreases,0.002
separate,0.006
intra,0.008
revised,0.052
using,0.062
081,0.006
btu,0.024
mcf,0.024
deliveries,0.05
300,0.02
mmbtu,0.408
kri,0.014
net,0.04
kcs,0.03
5555,0.018
san,0.024
felipe,0.018
suite,0.022
1200,0.026
houston,0.062
tx,0.042
77056,0.018
page,0.038
964,0.022
9434,0.018
nd,0.038
41,0.02
schedule,0.044
end,0.07
mind,0.012
bridge,0.014
thursday,0.05
th,0.28
errors,0.014
must,0.056
clear,0.084
mass,0.002
draft,0.006
evening,0.024
accrual,0.01
begins,0.01
friday,0.072
morning,0.046
31,0.158
st,0.056
impacts,0.002
ensure,0.034
people,0.05
needed,0.088
holiday,0.018
contact,0.088
thank,0.082
35615,0.002
1431,0.01
aimee,0.12
92943,0.004
oct,0.018
unable,0.008
invoice,0.012
extended,0.026
resolved,0.028
could,0.124
days,0.116
lannou,0.058
27,0.098
k,0.194
log,0.004
name,0.034
home,0.03
pager,0.014
282,0.002
9084,0.002
764,0.002
5128,0.002
charlotte,0.064
hawkins,0.04
655,0.002
0952,0.002
506,0.002
4006,0.002
594,0.002
6562,0.002
698,0.004
7722,0.002
robert,0.198
lloyd,0.108
2808,0.002
5446,0.002
448,0.004
9067,0.002
200,0.024
8376,0.002
688,0.002
6186,0.002
8368,0.002
586,0.002
0910,0.002
761,0.004
8153,0.002
young,0.054
528,0.002
4562,0.002
990,0.004
6400,0.002
344,0.002
0991,0.002
2722,0.002
mandy,0.004
970,0.006
6561,0.002
8332,0.002
lyondell,0.044
citgo,0.028
latest,0.016
buyback,0.08
place,0.068
provision,0.004
ken,0.108
w,0.158
lamphier,0.04
kenneth,0.064
seaman,0.07
kristen,0.012
hanson,0.012
tina,0.008
valadez,0.006
notified,0.012
possibility,0.004
inform,0.01
status,0.04
reviewed,0.006
fuel,0.046
buy,0.04
gregg,0.01
lenart,0.01
sally,0.044
shuler,0.008
55,0.028
gpgfin,0.032
mitcham,0.004
james,0.034
prentice,0.004
kerry,0.004
roper,0.004
mark,0.038
diedrich,0.004
paul,0.016
fox,0.008
ecf,0.01
egp,0.004
fuels,0.058
co,0.03
sold,0.052
7,0.168
starting,0.022
50,0.074
ua,0.06
1441,0.008
97,0.052
falfurrias,0.008
resolving,0.006
oss,0.034
reference,0.016
find,0.056
cpr,0.026
089,0.032
41500,0.042
102,0.014
representing,0.004
amount,0.04
9448,0.004
8608,0.002
98,0.216
96731,0.004
enter,0.01
078,0.008
15631,0.002
462,0.002
spot,0.044
tickets,0.056
purchasing,0.012
producers,0.006
purchased,0.012
basis,0.02
entered,0.02
follow,0.044
price,0.106
engage,0.014
lp,0.012
5839,0.002
600,0.01
100,0.062
less,0.058
0,0.172
5848,0.002
5923,0.004
700,0.016
6801,0.002
gasper,0.002
rice,0.002
ltd,0.002
9810,0.002
prize,0.008
4028,0.002
4965,0.002
5121,0.002
800,0.012
6523,0.004
2630,0.002
90,0.008
258,0.002
whiting,0.002
petroleum,0.034
asked,0.036
search,0.002
essentially,0.002
incremental,0.01
delivered,0.02
received,0.046
executed,0.006
paper,0.014
coastal,0.002
documenting,0.002
gpm,0.002
sliding,0.002
scale,0.008
confirm,0.022
whether,0.022
generated,0.006
use,0.05
request,0.094
vlt,0.026
6353,0.024
pennzenergy,0.014
property,0.006
details,0.014
04,0.168
03,0.52
dscottl,0.022
com,0.498
56,0.04
devon,0.062
properties,0.002
stx,0.006
xls,0.21
miscellaneous,0.004
46,0.026
sorry,0.03
getting,0.046
answers,0.008
waskom,0.014
east,0.04
harrison,0.016
county,0.014
bryson,0.002
c,0.06
jeter,0.002
wells,0.014
termed,0.018
gathering,0.036
nwgg,0.004
june,0.022
2001,0.004
term,0.046
tetco,0.004
pool,0.036
virginia,0.004
used,0.05
associated,0.026
ngpl,0.01
several,0.036
years,0.03
ago,0.024
corpus,0.01
christi,0.01
ccgm,0.002
priced,0.012
ship,0.02
channel,0.03
jennings,0.012
line,0.11
couple,0.014
midcon,0.104
handle,0.032
another,0.048
sometimes,0.01
sell,0.038
kn,0.01
carthage,0.066
altra,0.018
picks,0.002
cartwheel,0.02
nominate,0.02
different,0.036
hub,0.012
except,0.018
allows,0.008
tracking,0.006
tgt,0.002
whiteboard,0.01
refers,0.002
ohio,0.002
takes,0.04
purge,0.008
old,0.054
event,0.016
think,0.082
29,0.112
edward,0.022
terry,0.02
katherine,0.026
kelly,0.026
bryce,0.03
baxter,0.03
randall,0.016
gay,0.02
clarify,0.008
age,0.01
date,0.122
n,0.024
limiting,0.002
25,0.134
trisha,0.002
benedicta,0.002
tung,0.002
mcmullan,0.002
dbas,0.002
reduce,0.018
qty,0.004
rows,0.002
gig,0.004
data,0.088
table,0.008
suggest,0.012
nightly,0.004
weekly,0.006
monthly,0.046
delete,0.004
row,0.014
mod,0.002
balances,0.006
february,0.174
around,0.044
one,0.216
else,0.038
desire,0.002
shorter,0.002
longer,0.024
period,0.034
audit,0.008
every,0.038
track,0.028
balance,0.032
edi,0.008
sched,0.002
quick,0.012
response,0.012
beginning,0.036
vacation,0.028
actually,0.014
country,0.008
21,0.188
absence,0.016
persons,0.002
problems,0.044
christine,0.002
pham,0.002
ext,0.014
34202,0.002
shawn,0.002
macphail,0.002
31837,0.002
796,0.002
4149,0.004
pages,0.004
oncall,0.004
personell,0.002
cellular,0.006
562,0.004
2458,0.002
person,0.022
carries,0.004
cell,0.006
phone,0.028
season,0.006
1428,0.016
beaumont,0.066
methanol,0.084
bmc,0.004
lee,0.052
accuracy,0.01
bought,0.016
intended,0.012
swing,0.07
brandywine,0.02
dorcheus,0.014
controlled,0.002
overs,0.002
unders,0.002
cover,0.032
07,0.122
papayoti,0.024
answer,0.03
show,0.08
pipeline,0.102
confirmed,0.022
agreed,0.022
says,0.03
second,0.02
per,0.116
notes,0.016
sends,0.01
sent,0.1
distribution,0.032
nothing,0.02
decide,0.01
clarification,0.008
chyral,0.01
final,0.01
resolution,0.004
position,0.056
directly,0.024
293,0.004
1789,0.004
hankins,0.006
chryal,0.002
tells,0.006
three,0.05
something,0.042
surprise,0.004
712,0.004
233,0.004
6558,0.004
calling,0.004
39,0.028
discrecpancy,0.002
noms,0.14
7159,0.008
33,0.024
verify,0.028
prod,0.002
discrepancy,0.004
copy,0.05
evergreen,0.04
gtc,0.024
firm,0.034
expire,0.002
93730,0.002
look,0.088
comments,0.018
provisions,0.01
roll,0.014
cokinos,0.012
9676,0.032
95912,0.008
expires,0.016
6373,0.004
128952,0.004
coral,0.008
4120,0.004
93883,0.004
single,0.006
transaction,0.066
check,0.054
trader,0.02
encina,0.004
6392,0.004
93487,0.004
yes,0.024
committed,0.016
reserve,0.01
marked,0.004
flag,0.014
midcoast,0.006
5097,0.004
92956,0.004
purchaser,0.004
united,0.01
5053,0.006
93728,0.004
wellhead,0.022
portfolio,0.006
terminated,0.026
legal,0.018
2540,0.006
93750,0.004
right,0.052
potential,0.02
head,0.036
aware,0.026
included,0.026
given,0.026
eog,0.012
hortense,0.002
polk,0.002
brayton,0.004
operating,0.034
drushell,0.002
jackson,0.006
possibly,0.004
9720,0.002
33321,0.008
receive,0.044
customer,0.034
file,0.146
changed,0.038
provided,0.014
scs,0.002
23,0.138
pretty,0.016
calls,0.01
costilla,0.006
walter,0.002
superior,0.016
said,0.042
complete,0.048
monday,0.064
traders,0.012
confident,0.006
good,0.056
however,0.08
noon,0.01
update,0.038
merry,0.002
pennzoil,0.006
avails,0.022
42,0.022
may,0.15
notice,0.04
valero,0.074
8018,0.032
1394,0.014
outages,0.004
incurred,0.004
locations,0.014
force,0.028
majure,0.01
situations,0.01
trigger,0.004
feature,0.006
seen,0.012
documentation,0.016
counterpart,0.004
secure,0.01
letter,0.01
hl,0.048
forgot,0.006
include,0.03
updated,0.034
mtd,0.002
jill,0.032
jac,0.004
209,0.002
correct,0.058
scada,0.028
1401,0.002
verbal,0.002
monitor,0.006
adjust,0.004
phillips,0.022
wanted,0.05
saying,0.006
booked,0.014
wrong,0.02
left,0.048
feeling,0.006
hearing,0.01
might,0.03
131054,0.002
131048,0.002
hear,0.03
hoping,0.002
ok,0.032
1512,0.01
involved,0.014
wondering,0.002
helped,0.002
mean,0.016
anthing,0.002
applied,0.01
92963,0.004
fact,0.006
125066,0.004
effect,0.014
asap,0.028
insure,0.012
october,0.012
1052,0.008
pasadena,0.002
6614,0.008
lehrer,0.002
del,0.01
maxey,0.002
walters,0.006
guy,0.006
rec,0.012
mktg,0.004
ocurring,0.002
assess,0.002
215,0.05
93035,0.002
start,0.042
130917,0.006
expected,0.012
vols,0.018
tell,0.032
9497,0.042
natural,0.038
company,0.098
nominates,0.016
requirements,0.03
egpfc,0.008
mtbe,0.008
morgan,0.018
misc,0.008
hhere,0.002
49,0.032
agua,0.01
dulce,0.012
gp,0.004
go,0.112
forms,0.008
gemc,0.01
tejas,0.038
thompsonville,0.014
points,0.038
tie,0.012
mops,0.034
transported,0.014
tivoli,0.006
kerr,0.012
mcgee,0.012
speak,0.014
form,0.038
sheet,0.008
column,0.018
titles,0.004
blacked,0.006
reads,0.004
come,0.072
koch,0.048
conflicting,0.004
853,0.018
9272,0.014
48,0.032
15000,0.004
usually,0.014
supply,0.05
affiliate,0.006
tomcat,0.02
base,0.038
occasionally,0.004
anadarko,0.004
hey,0.018
joe,0.004
got,0.038
regards,0.008
information,0.176
sourced,0.002
mi,0.002
587,0.002
km,0.006
long,0.048
ces,0.11
remembers,0.002
chooses,0.002
invoiced,0.008
approx,0.01
2395,0.002
written,0.008
pays,0.004
basket,0.002
indices,0.002
highest,0.002
index,0.012
risk,0.096
desk,0.102
structuring,0.002
probably,0.03
guess,0.014
belongs,0.006
black,0.018
marlin,0.016
blair,0.002
lichentwalter,0.002
7367,0.002
646,0.008
3201,0.004
370,0.002
1866,0.002
debbie,0.002
thompson,0.006
3144,0.002
today,0.096
rd,0.044
jim,0.036
tobacco,0.002
420,0.004
2159,0.002
505,0.002
599,0.004
2333,0.002
open,0.026
centana,0.01
william,0.022
spekels,0.002
627,0.008
6290,0.002
762,0.002
3450,0.002
donna,0.02
spencer,0.01
6255,0.002
888,0.008
204,0.004
1718,0.002
duke,0.042
annette,0.002
anderson,0.008
260,0.004
8603,0.002
949,0.002
3026,0.002
moseman,0.002
8698,0.002
thru,0.028
lonestar,0.008
gafford,0.002
214,0.006
670,0.002
2674,0.002
875,0.004
3810,0.002
2455,0.002
2456,0.002
northern,0.002
ben,0.004
markey,0.002
7581,0.002
446,0.004
9404,0.002
931,0.002
0398,0.002
charlie,0.002
mosey,0.002
1520,0.008
767,0.004
5366,0.002
paula,0.002
svehla,0.002
230,0.008
3569,0.002
mickey,0.002
chapman,0.002
3546,0.002
nachlinger,0.012
369,0.01
9284,0.002
9375,0.002
733,0.004
5954,0.002
steven,0.004
790,0.002
0255,0.002
4602,0.002
9200,0.002
moss,0.002
bluff,0.002
nat,0.008
delivery,0.128
location,0.026
pursuant,0.004
recent,0.018
drafted,0.006
suggested,0.008
language,0.012
pooling,0.012
abbreviation,0.004
hsc,0.052
sort,0.01
code,0.012
tbd,0.004
description,0.018
zone,0.056
elsa,0.022
approve,0.012
offer,0.018
regarding,0.05
content,0.024
returning,0.004
tuesday,0.058
steve,0.032
venturatos,0.014
operations,0.11
realize,0.016
many,0.048
working,0.072
smooth,0.004
truly,0.008
appreciate,0.022
kept,0.016
mainly,0.004
surprises,0.002
return,0.026
reached,0.012
leave,0.026
discretion,0.004
rather,0.018
surprised,0.002
877,0.002
497,0.004
3757,0.002
417,0.004
2995,0.002
920,0.004
2293,0.002
2294,0.002
dedication,0.002
hope,0.036
wonderful,0.004
safe,0.004
goes,0.022
tennessee,0.002
tailgate,0.016
suspect,0.006
locke,0.002
uses,0.004
ones,0.018
gulf,0.024
exclusively,0.008
charges,0.024
move,0.044
interconnects,0.006
split,0.022
connect,0.008
delhi,0.01
operationally,0.004
prefers,0.004
lower,0.018
pressure,0.014
higher,0.01
mustang,0.004
759,0.002
903,0.004
peoples,0.008
pick,0.006
785,0.002
leaves,0.002
assuming,0.012
895,0.002
fgt,0.002
nng,0.002
78581,0.002
onshore,0.002
maria,0.006
even,0.032
talks,0.004
anymore,0.002
tammi,0.002
provides,0.024
certainly,0.002
mike,0.03
landolt,0.004
britten,0.002
president,0.024
referring,0.002
offshore,0.002
sabine,0.002
pass,0.004
columns,0.004
appear,0.008
read,0.012
follows,0.026
pvr,0.006
avail,0.002
dbq,0.004
remainder,0.002
gathered,0.01
behind,0.012
443,0.002
round,0.006
bidweek,0.002
labeled,0.01
sole,0.004
typically,0.006
say,0.01
particular,0.006
rarely,0.002
shippling,0.002
always,0.042
john,0.038
hymel,0.002
way,0.05
prices,0.012
swings,0.004
individually,0.002
schedules,0.018
yet,0.036
understand,0.024
lunch,0.02
arrangements,0.024
royal,0.036
edmondson,0.036
reliantenergy,0.09
ever,0.026
mad,0.002
nice,0.004
real,0.032
busy,0.014
hpldecl,0.004
999,0.004
little,0.024
revision,0.018
huntsville,0.006
woodlands,0.01
conroe,0.008
11500,0.006
92,0.006
big,0.022
120000,0.004
480,0.002
50000,0.008
baumbach,0.006
rom,0.008
400,0.026
counties,0.008
types,0.006
faye,0.008
ellis,0.008
37,0.03
online,0.042
stacy,0.016
submitted,0.008
requests,0.014
sending,0.01
facility,0.014
type,0.022
direction,0.012
1043,0.002
mcfaddin,0.002
29320,0.002
504,0.002
440,0.008
552,0.01
garza,0.004
557,0.006
haynes,0.002
559,0.002
comitas,0.002
565,0.002
pdc,0.004
63,0.002
5553,0.002
greta,0.004
roc,0.002
5576,0.002
gpo,0.002
hall,0.016
zapata,0.004
tom,0.096
connor,0.01
refugio,0.002
hull,0.018
neal,0.014
winfree,0.006
maintenance,0.02
mornings,0.004
humble,0.02
lowered,0.004
pigging,0.002
estimates,0.022
total,0.052
422,0.002
696,0.004
laencantada,0.002
cowboy,0.002
697,0.002
rivers,0.046
18690,0.002
95,0.006
450,0.004
variances,0.012
appropriately,0.014
hpll,0.008
228,0.004
ed,0.01
upon,0.01
conversation,0.024
review,0.056
trade,0.004
components,0.002
require,0.012
forster,0.004
marcello,0.004
romano,0.004
approval,0.006
7342,0.004
ii,0.002
1505,0.002
destec,0.002
enerfin,0.002
1563,0.002
dupont,0.014
1019,0.002
equistar,0.018
1373,0.006
ethyl,0.002
albemarle,0.002
1188,0.004
exxon,0.038
1031,0.002
georgia,0.002
phibro,0.002
ref,0.002
shell,0.002
1060,0.002
occidental,0.002
battleground,0.002
1485,0.002
igs,0.002
dodge,0.006
street,0.014
1508,0.002
millennium,0.012
petro,0.006
polymer,0.002
1553,0.002
dale,0.01
neuner,0.008
villarreal,0.014
elizabeth,0.002
hernandez,0.002
jennifer,0.034
deboisblanc,0.004
denny,0.006
lon,0.006
indicates,0.008
initials,0.002
determined,0.012
forward,0.126
research,0.014
82269,0.002
002,0.004
southeastern,0.002
96,0.002
27182,0.002
esperanza,0.006
101,0.008
transactions,0.036
answered,0.006
started,0.014
later,0.02
valid,0.032
reason,0.012
instead,0.018
item,0.014
supplied,0.004
report,0.158
assigned,0.032
timeframe,0.002
difficult,0.004
records,0.024
occurred,0.002
unix,0.006
server,0.014
runs,0.002
proton,0.004
went,0.026
51,0.022
troy,0.054
benoit,0.054
47,0.026
egmnom,0.076
according,0.01
measurement,0.022
394,0.012
indicate,0.018
checked,0.024
mips,0.04
statement,0.018
supports,0.008
fed,0.024
whole,0.04
1998,0.02
seem,0.014
strange,0.008
ctpty,0.002
aquila,0.014
corporation,0.024
0584,0.002
pricing,0.032
065,0.002
143974,0.002
handled,0.018
updates,0.018
pat,0.122
eol,0.016
highlighted,0.004
machine,0.004
patient,0.002
highlight,0.004
yellow,0.002
missing,0.038
txu,0.02
oasis,0.026
paths,0.01
looks,0.018
revealed,0.002
quirk,0.002
suppression,0.002
non,0.018
correctly,0.036
determine,0.012
suppressed,0.002
fixed,0.022
affected,0.004
corrected,0.026
happen,0.018
screen,0.014
print,0.01
joanie,0.032
ngo,0.026
actuals,0.024
tap,0.008
60,0.034
74,0.006
bridgeback,0.01
error,0.04
transco,0.008
bammel,0.026
133,0.002
20783,0.002
20738,0.002
20787,0.002
20123,0.002
ps,0.004
6722,0.02
affect,0.01
referenced,0.034
dynegy,0.008
1800,0.004
baseload,0.02
cut,0.022
try,0.036
negotiate,0.004
outage,0.032
able,0.034
begin,0.026
producer,0.03
victoria,0.028
hanks,0.038
connie,0.014
sutton,0.014
clynes,0.09
solmonson,0.03
mckay,0.008
earl,0.008
tisdale,0.008
besancon,0.004
gco,0.016
rodney,0.01
rogers,0.004
shawna,0.006
flynn,0.008
completing,0.008
ins,0.004
replace,0.014
guadalupe,0.004
crossing,0.004
swinney,0.004
approximately,0.036
brought,0.008
986833,0.004
marks,0.004
common,0.012
989730,0.004
swickheimer,0.008
984056,0.004
cologne,0.004
985754,0.004
battle,0.004
fld,0.006
985982,0.004
coletto,0.004
creek,0.008
986063,0.004
mokeen,0.004
986140,0.004
989620,0.004
duty,0.014
984046,0.004
apache,0.004
985547,0.004
freeman,0.004
989664,0.004
talber,0.004
graham,0.014
986757,0.004
sheridan,0.004
985972,0.004
hughes,0.008
986668,0.004
pentex,0.004
985541,0.004
984724,0.004
horizons,0.004
984959,0.004
dynamic,0.004
985360,0.004
bnp,0.004
984143,0.004
hilcorp,0.004
984286,0.004
spindletop,0.004
985430,0.004
southern,0.01
989679,0.004
strand,0.004
989663,0.004
edge,0.008
985801,0.004
989629,0.004
986722,0.004
989736,0.004
berclair,0.004
989813,0.004
lucas,0.006
986725,0.004
986015,0.004
mider,0.004
985192,0.004
sarco,0.006
question,0.028
36449,0.01
jo,0.008
johnson,0.006
zivley,0.008
called,0.018
situation,0.024
minutes,0.014
specifically,0.008
employee,0.03
idea,0.01
maker,0.002
verbally,0.002
discussion,0.014
afternoon,0.032
forwarding,0.008
message,0.094
concerned,0.01
cody,0.006
64365,0.002
96018049,0.002
samson,0.002
lone,0.006
star,0.004
77555,0.002
105,0.008
96016761,0.002
73,0.002
70222,0.002
216,0.004
capacity,0.024
constraints,0.002
late,0.028
picked,0.008
spoke,0.014
larry,0.006
zamit,0.004
hold,0.026
batch,0.004
throughout,0.012
rest,0.026
007,0.004
minerals,0.004
establish,0.012
globla,0.002
96002441,0.002
assistance,0.016
donald,0.034
37008,0.004
extend,0.032
join,0.02
willingness,0.006
devote,0.002
weekend,0.032
continuing,0.01
story,0.004
spent,0.02
effort,0.028
smoothly,0.004
walther,0.004
excellent,0.004
preparing,0.006
plan,0.074
step,0.006
ena,0.112
employees,0.03
confidence,0.004
ability,0.018
usual,0.006
wish,0.006
happy,0.008
continually,0.002
privileged,0.004
dedicated,0.012
talented,0.004
accomplish,0.008
throught,0.002
gottlob,0.004
2050,0.002
hesitate,0.008
unresolved,0.036
agrees,0.002
lot,0.022
confusion,0.008
assignments,0.008
responsibilities,0.026
listing,0.012
addressed,0.016
quickly,0.01
none,0.004
unpathed,0.026
thought,0.026
dicsuss,0.002
services,0.108
september,0.012
stopped,0.008
pathed,0.056
lavaca,0.006
expense,0.054
offsystem,0.012
transports,0.012
1000,0.006
brokered,0.016
obvious,0.008
broker,0.012
stands,0.008
handling,0.022
industries,0.008
exception,0.018
viewed,0.006
enough,0.034
